,y
40505,close
294923,very_close
63899,close
166779,safe
294542,very_close
221647,very_close
143056,safe
16140,close
129957,safe
104696,safe
177665,safe
149102,safe
84784,close
260185,very_close
218947,very_close
151273,safe
145621,safe
148175,safe
126058,safe
86256,close
82921,close
39521,close
254747,very_close
5304,close
162239,safe
286868,very_close
31080,close
13010,close
218200,very_close
212234,very_close
122868,safe
260984,very_close
221768,very_close
134466,safe
145353,safe
258997,very_close
207485,very_close
292181,very_close
148800,safe
131923,safe
1200,close
244314,very_close
125149,safe
284352,very_close
196081,safe
58761,close
250450,very_close
82407,close
205518,very_close
235089,very_close
37279,close
232435,very_close
26892,close
197078,safe
99796,close
58373,close
165703,safe
68687,close
154132,safe
113738,safe
185543,safe
180035,safe
62655,close
102307,safe
231388,very_close
275787,very_close
293016,very_close
83295,close
257998,very_close
207623,very_close
47347,close
178863,safe
145127,safe
27098,close
77738,close
283751,very_close
67815,close
231366,very_close
232473,very_close
261644,very_close
202545,very_close
160889,safe
88698,close
40997,close
133069,safe
128862,safe
126455,safe
241533,very_close
77341,close
135166,safe
121656,safe
18002,close
224778,very_close
9189,close
196404,safe
240500,very_close
257280,very_close
80690,close
18119,close
289876,very_close
49870,close
295761,very_close
63606,close
228140,very_close
167061,safe
202795,very_close
138101,safe
19113,close
267179,very_close
229689,very_close
14664,close
21464,close
157878,safe
86491,close
94942,close
118214,safe
72001,close
63125,close
151600,safe
111850,safe
103665,safe
259718,very_close
187835,safe
75981,close
22080,close
231672,very_close
42188,close
298864,very_close
216303,very_close
121668,safe
50285,close
235136,very_close
256634,very_close
126730,safe
147367,safe
208689,very_close
139324,safe
34577,close
237628,very_close
80096,close
139467,safe
175773,safe
59001,close
154821,safe
112104,safe
282417,very_close
204625,very_close
123587,safe
272338,very_close
4679,close
8814,close
299585,very_close
100286,safe
87503,close
171638,safe
27117,close
185678,safe
208403,very_close
241334,very_close
277967,very_close
187496,safe
175992,safe
200585,very_close
211452,very_close
222587,very_close
23870,close
252144,very_close
162478,safe
121049,safe
241342,very_close
153366,safe
177718,safe
74017,close
196659,safe
256881,very_close
168693,safe
50894,close
22041,close
31577,close
29359,close
138792,safe
176515,safe
265027,very_close
42943,close
249871,very_close
70054,close
212014,very_close
82635,close
176135,safe
19302,close
264507,very_close
64203,close
33426,close
201522,very_close
111802,safe
192745,safe
10305,close
38013,close
150649,safe
285558,very_close
16379,close
174109,safe
247079,very_close
51141,close
283201,very_close
275575,very_close
125949,safe
254896,very_close
262322,very_close
264423,very_close
46276,close
113843,safe
122091,safe
21104,close
218576,very_close
230644,very_close
155854,safe
265523,very_close
47532,close
199247,safe
103087,safe
48595,close
154370,safe
252512,very_close
103,close
262346,very_close
294916,very_close
47490,close
189172,safe
35410,close
65130,close
280418,very_close
110749,safe
127310,safe
54536,close
4043,close
209409,very_close
237918,very_close
107947,safe
243299,very_close
210033,very_close
3496,close
146996,safe
53819,close
78735,close
104357,safe
107350,safe
182346,safe
34517,close
10271,close
88168,close
279470,very_close
205016,very_close
291529,very_close
200338,very_close
141478,safe
79024,close
212991,very_close
21757,close
275359,very_close
274653,very_close
26711,close
193441,safe
106002,safe
56021,close
122028,safe
82150,close
157211,safe
47567,close
218285,very_close
161010,safe
294862,very_close
125173,safe
288174,very_close
47584,close
212491,very_close
190689,safe
267593,very_close
187648,safe
113373,safe
87602,close
176340,safe
206806,very_close
262258,very_close
70898,close
163621,safe
286616,very_close
121306,safe
271885,very_close
225137,very_close
238074,very_close
201480,very_close
225011,very_close
90542,close
41860,close
211105,very_close
144180,safe
201453,very_close
161506,safe
192757,safe
58983,close
161193,safe
224509,very_close
148031,safe
41210,close
28458,close
259580,very_close
178933,safe
187491,safe
59653,close
132025,safe
266572,very_close
7255,close
131942,safe
99051,close
12909,close
284057,very_close
47862,close
228534,very_close
280904,very_close
54217,close
198616,safe
39382,close
55602,close
243574,very_close
269557,very_close
282202,very_close
48642,close
216731,very_close
141844,safe
196995,safe
130150,safe
52524,close
237961,very_close
252313,very_close
167506,safe
179290,safe
183487,safe
245500,very_close
213400,very_close
220465,very_close
239420,very_close
237949,very_close
206686,very_close
105955,safe
38133,close
39389,close
254083,very_close
295489,very_close
204813,very_close
60657,close
138696,safe
136305,safe
207101,very_close
127134,safe
161013,safe
34325,close
274670,very_close
262384,very_close
280885,very_close
166891,safe
172374,safe
224913,very_close
111522,safe
86879,close
253867,very_close
129122,safe
5503,close
208618,very_close
46354,close
112083,safe
43706,close
40538,close
22040,close
11451,close
105874,safe
76932,close
231486,very_close
294283,very_close
254487,very_close
173252,safe
22575,close
22930,close
199725,safe
230690,very_close
102976,safe
38025,close
149698,safe
16511,close
82241,close
170669,safe
130231,safe
149467,safe
47667,close
217830,very_close
32282,close
105307,safe
90539,close
79325,close
79279,close
69335,close
238716,very_close
138476,safe
217724,very_close
33879,close
56720,close
105508,safe
264408,very_close
187135,safe
295400,very_close
8243,close
188008,safe
48441,close
70785,close
871,close
110872,safe
66660,close
187481,safe
137459,safe
105798,safe
70519,close
284924,very_close
151994,safe
282973,very_close
290657,very_close
238933,very_close
187220,safe
229914,very_close
250630,very_close
182760,safe
228047,very_close
162466,safe
90288,close
195713,safe
184945,safe
180468,safe
69451,close
62162,close
53914,close
36263,close
81710,close
182318,safe
149020,safe
294699,very_close
140,close
71203,close
47807,close
62353,close
52407,close
42453,close
28792,close
42555,close
221809,very_close
117895,safe
252044,very_close
252822,very_close
238747,very_close
81640,close
159399,safe
211054,very_close
92222,close
189075,safe
184627,safe
212585,very_close
192403,safe
140960,safe
196667,safe
134283,safe
35817,close
30973,close
267883,very_close
81877,close
49720,close
120807,safe
247965,very_close
229165,very_close
17557,close
251798,very_close
185703,safe
201725,very_close
239346,very_close
169142,safe
207951,very_close
65390,close
211753,very_close
148167,safe
221290,very_close
208394,very_close
81202,close
90893,close
61919,close
186969,safe
138145,safe
240646,very_close
176470,safe
135386,safe
241629,very_close
164912,safe
272212,very_close
43829,close
200811,very_close
275804,very_close
160848,safe
202364,very_close
273480,very_close
5352,close
277414,very_close
131406,safe
2102,close
123885,safe
188746,safe
10032,close
172116,safe
118821,safe
228857,very_close
260954,very_close
109706,safe
177533,safe
187391,safe
246411,very_close
168465,safe
172620,safe
262177,very_close
224695,very_close
3562,close
25869,close
219382,very_close
185012,safe
202205,very_close
71514,close
95389,close
183445,safe
131534,safe
197880,safe
292973,very_close
276931,very_close
236774,very_close
238398,very_close
70537,close
230324,very_close
50462,close
250685,very_close
204199,very_close
243104,very_close
211697,very_close
184541,safe
86759,close
38047,close
88425,close
46186,close
49380,close
31364,close
277192,very_close
29556,close
1523,close
86823,close
64011,close
225055,very_close
295121,very_close
190474,safe
271872,very_close
115065,safe
247141,very_close
64815,close
91625,close
215084,very_close
158739,safe
239577,very_close
261840,very_close
294631,very_close
14228,close
24393,close
255445,very_close
217209,very_close
12371,close
209196,very_close
72006,close
34631,close
97063,close
68696,close
279858,very_close
219325,very_close
245397,very_close
29514,close
57844,close
57829,close
51239,close
134072,safe
36243,close
299301,very_close
194042,safe
227864,very_close
147796,safe
262814,very_close
295071,very_close
162444,safe
17407,close
10403,close
162740,safe
94124,close
197919,safe
205100,very_close
187377,safe
41895,close
279771,very_close
226333,very_close
52937,close
205425,very_close
125171,safe
199021,safe
36868,close
655,close
14301,close
68191,close
253551,very_close
150161,safe
176417,safe
22947,close
218887,very_close
191126,safe
4050,close
222280,very_close
73821,close
8185,close
194194,safe
16162,close
255974,very_close
55498,close
122602,safe
163926,safe
148689,safe
708,close
4885,close
41827,close
175079,safe
135722,safe
243962,very_close
107146,safe
147517,safe
209017,very_close
115532,safe
50239,close
129325,safe
255796,very_close
212369,very_close
153862,safe
103174,safe
273945,very_close
10646,close
163501,safe
168764,safe
95600,close
61425,close
45556,close
267078,very_close
287142,very_close
246181,very_close
119390,safe
147081,safe
272917,very_close
139748,safe
143200,safe
212404,very_close
57691,close
49218,close
240631,very_close
212221,very_close
204878,very_close
204232,very_close
98530,close
47575,close
119746,safe
23721,close
198501,safe
169550,safe
127374,safe
297177,very_close
120105,safe
50147,close
180712,safe
236405,very_close
85918,close
31732,close
42978,close
173935,safe
70905,close
126672,safe
52174,close
172895,safe
5365,close
138340,safe
139436,safe
9207,close
177557,safe
175234,safe
41377,close
267815,very_close
42842,close
15551,close
237470,very_close
273259,very_close
37294,close
148251,safe
276184,very_close
151174,safe
95725,close
257371,very_close
140016,safe
84398,close
27145,close
195848,safe
45593,close
99138,close
263556,very_close
277163,very_close
168364,safe
30675,close
63894,close
103550,safe
221302,very_close
246026,very_close
88403,close
148026,safe
221262,very_close
5270,close
233613,very_close
272584,very_close
65249,close
6762,close
157239,safe
65775,close
84779,close
209922,very_close
240676,very_close
142003,safe
294755,very_close
139754,safe
155114,safe
272606,very_close
190828,safe
30770,close
158135,safe
271447,very_close
193671,safe
152700,safe
174199,safe
129460,safe
79294,close
8387,close
218968,very_close
27913,close
109285,safe
63145,close
260442,very_close
246398,very_close
210329,very_close
108125,safe
260991,very_close
97519,close
135573,safe
169113,safe
235862,very_close
112597,safe
144699,safe
254976,very_close
153329,safe
165666,safe
18350,close
297630,very_close
114232,safe
69502,close
266460,very_close
210616,very_close
185332,safe
87326,close
167688,safe
144200,safe
79657,close
233056,very_close
207980,very_close
106467,safe
253704,very_close
19131,close
86592,close
83618,close
216165,very_close
177981,safe
124362,safe
34483,close
99929,close
222665,very_close
117809,safe
96629,close
279700,very_close
47704,close
234992,very_close
262091,very_close
295689,very_close
296999,very_close
39538,close
90675,close
19326,close
8087,close
64733,close
6269,close
57468,close
208096,very_close
47710,close
74675,close
224512,very_close
29468,close
10016,close
171103,safe
151745,safe
121575,safe
39359,close
45007,close
223072,very_close
221388,very_close
150417,safe
99045,close
19126,close
178871,safe
76378,close
218396,very_close
138582,safe
232256,very_close
5412,close
34570,close
299904,very_close
86281,close
8655,close
204801,very_close
62458,close
96097,close
156494,safe
75337,close
286115,very_close
10690,close
229805,very_close
197988,safe
184364,safe
203927,very_close
51077,close
7473,close
54369,close
175467,safe
196874,safe
117781,safe
101439,safe
151750,safe
102957,safe
259976,very_close
264072,very_close
188680,safe
179225,safe
77043,close
3402,close
47500,close
208924,very_close
193369,safe
53853,close
264941,very_close
173225,safe
38768,close
188868,safe
74450,close
15938,close
110306,safe
154121,safe
91823,close
36448,close
121871,safe
221738,very_close
43101,close
250543,very_close
110324,safe
27337,close
85190,close
174429,safe
184116,safe
80154,close
183200,safe
90846,close
187136,safe
84125,close
138871,safe
70801,close
4729,close
295016,very_close
106253,safe
49528,close
236199,very_close
212439,very_close
107937,safe
226843,very_close
17121,close
206716,very_close
160891,safe
105693,safe
255868,very_close
252442,very_close
26091,close
227505,very_close
166509,safe
212413,very_close
31246,close
284102,very_close
34950,close
43620,close
264863,very_close
280797,very_close
83445,close
202974,very_close
130369,safe
18373,close
8212,close
271521,very_close
36850,close
156680,safe
18655,close
254343,very_close
212385,very_close
123798,safe
215297,very_close
19280,close
208639,very_close
7996,close
280958,very_close
221597,very_close
111720,safe
130845,safe
16741,close
10508,close
50275,close
26629,close
293201,very_close
114907,safe
160839,safe
72049,close
31814,close
178747,safe
55738,close
33920,close
226833,very_close
48210,close
273928,very_close
214742,very_close
104620,safe
224516,very_close
217144,very_close
245321,very_close
291286,very_close
292447,very_close
293987,very_close
112374,safe
87764,close
238763,very_close
61403,close
61181,close
253062,very_close
49345,close
135749,safe
161405,safe
253880,very_close
214456,very_close
275980,very_close
158817,safe
145400,safe
19271,close
120530,safe
73434,close
51930,close
107467,safe
37897,close
11506,close
243017,very_close
280201,very_close
188749,safe
12831,close
117872,safe
236610,very_close
188810,safe
154522,safe
237090,very_close
66011,close
201990,very_close
49834,close
233698,very_close
147325,safe
232932,very_close
2636,close
67097,close
219928,very_close
182807,safe
61074,close
253844,very_close
177898,safe
103355,safe
39505,close
220264,very_close
128285,safe
269597,very_close
78357,close
195936,safe
143754,safe
172384,safe
230897,very_close
198936,safe
276133,very_close
270369,very_close
249638,very_close
209509,very_close
197335,safe
91283,close
202141,very_close
86368,close
109887,safe
150352,safe
101934,safe
12978,close
210677,very_close
285938,very_close
191523,safe
22770,close
69536,close
211885,very_close
216730,very_close
1670,close
266490,very_close
141421,safe
271133,very_close
287505,very_close
220141,very_close
86708,close
175678,safe
5024,close
239100,very_close
117165,safe
17844,close
243034,very_close
153436,safe
187026,safe
154514,safe
122673,safe
30855,close
164314,safe
168674,safe
83210,close
21392,close
56432,close
269027,very_close
204779,very_close
216344,very_close
19037,close
271441,very_close
18097,close
72159,close
296252,very_close
92904,close
137357,safe
54785,close
27327,close
178483,safe
217438,very_close
241978,very_close
258741,very_close
73164,close
90065,close
11306,close
99226,close
15738,close
297026,very_close
269782,very_close
274496,very_close
65920,close
96610,close
7206,close
18359,close
232892,very_close
52163,close
42897,close
33185,close
163136,safe
153360,safe
260129,very_close
260224,very_close
76426,close
4039,close
200317,very_close
262098,very_close
50276,close
268499,very_close
212409,very_close
280426,very_close
251030,very_close
229245,very_close
220682,very_close
25249,close
82704,close
103071,safe
203512,very_close
213375,very_close
19363,close
131426,safe
229083,very_close
90261,close
52702,close
274250,very_close
212910,very_close
186085,safe
236179,very_close
199011,safe
266743,very_close
69362,close
220592,very_close
5881,close
223368,very_close
40606,close
129942,safe
136802,safe
73364,close
125011,safe
52240,close
189444,safe
129471,safe
136484,safe
26329,close
118055,safe
105183,safe
66713,close
257165,very_close
39542,close
292549,very_close
66709,close
17873,close
106517,safe
174136,safe
199879,safe
193516,safe
94196,close
7258,close
1889,close
80973,close
81561,close
14572,close
178943,safe
213650,very_close
185305,safe
157219,safe
244796,very_close
19723,close
3978,close
97961,close
242693,very_close
276796,very_close
218724,very_close
19175,close
10544,close
18492,close
112739,safe
127145,safe
267362,very_close
220313,very_close
110275,safe
8632,close
187957,safe
285279,very_close
56214,close
289038,very_close
12471,close
264909,very_close
162758,safe
162950,safe
198839,safe
58033,close
57508,close
105354,safe
160560,safe
48064,close
9828,close
280919,very_close
127114,safe
26989,close
20940,close
187438,safe
156644,safe
133720,safe
251212,very_close
228218,very_close
231010,very_close
135159,safe
24107,close
263670,very_close
171375,safe
287609,very_close
10841,close
10077,close
270542,very_close
48446,close
142447,safe
69921,close
99307,close
266307,very_close
55926,close
224029,very_close
190062,safe
161987,safe
114900,safe
284224,very_close
213955,very_close
51974,close
181104,safe
220326,very_close
147757,safe
97295,close
66304,close
117847,safe
211936,very_close
242909,very_close
152974,safe
17588,close
233234,very_close
152707,safe
283315,very_close
18663,close
494,close
110700,safe
66279,close
15623,close
116998,safe
178166,safe
129653,safe
190750,safe
134759,safe
283576,very_close
122234,safe
1492,close
197699,safe
3335,close
200908,very_close
23568,close
162632,safe
213688,very_close
128264,safe
267310,very_close
77745,close
182527,safe
214830,very_close
157282,safe
96829,close
220945,very_close
85277,close
156924,safe
100684,safe
79713,close
42152,close
212089,very_close
71481,close
23936,close
287021,very_close
49315,close
235093,very_close
81764,close
101423,safe
261200,very_close
154966,safe
159532,safe
26550,close
116794,safe
132852,safe
240228,very_close
244473,very_close
957,close
29749,close
213232,very_close
143704,safe
109883,safe
202473,very_close
153901,safe
51549,close
122042,safe
234531,very_close
144061,safe
195556,safe
146065,safe
100276,safe
58974,close
95554,close
228369,very_close
247806,very_close
290368,very_close
181516,safe
275678,very_close
184117,safe
150229,safe
132461,safe
235831,very_close
298356,very_close
111054,safe
191349,safe
109279,safe
277959,very_close
281700,very_close
27910,close
91220,close
60567,close
250946,very_close
105464,safe
103215,safe
117376,safe
84658,close
131134,safe
6246,close
127116,safe
53395,close
291494,very_close
119347,safe
232026,very_close
297059,very_close
168129,safe
264454,very_close
117734,safe
56594,close
11010,close
208585,very_close
251336,very_close
266541,very_close
286869,very_close
248842,very_close
161981,safe
91047,close
294908,very_close
125163,safe
255798,very_close
224526,very_close
240997,very_close
4281,close
125751,safe
77695,close
171230,safe
22753,close
299144,very_close
100116,safe
94926,close
56171,close
282509,very_close
212292,very_close
111172,safe
195599,safe
33794,close
208521,very_close
273836,very_close
119889,safe
103637,safe
183830,safe
262437,very_close
210371,very_close
245485,very_close
95418,close
222210,very_close
205536,very_close
210062,very_close
149996,safe
87588,close
195931,safe
222926,very_close
22371,close
191039,safe
265565,very_close
146399,safe
25173,close
14789,close
6830,close
17337,close
290200,very_close
213639,very_close
193313,safe
275462,very_close
71960,close
236607,very_close
169621,safe
39434,close
123734,safe
213661,very_close
166692,safe
148419,safe
68271,close
81940,close
29890,close
125442,safe
174074,safe
160852,safe
287175,very_close
184305,safe
257961,very_close
201230,very_close
229550,very_close
235503,very_close
56833,close
298582,very_close
297876,very_close
104508,safe
143962,safe
206126,very_close
285763,very_close
239570,very_close
14942,close
140800,safe
257538,very_close
83825,close
201450,very_close
138970,safe
277623,very_close
156807,safe
228661,very_close
204236,very_close
58377,close
164526,safe
83612,close
295046,very_close
43728,close
230718,very_close
179184,safe
68016,close
233713,very_close
26546,close
49788,close
182434,safe
172558,safe
280871,very_close
110487,safe
107877,safe
124257,safe
158296,safe
209851,very_close
97083,close
108341,safe
62266,close
68219,close
205741,very_close
181086,safe
219854,very_close
86985,close
90491,close
27874,close
217995,very_close
174586,safe
139117,safe
235850,very_close
20820,close
47642,close
90148,close
168703,safe
125679,safe
8506,close
103326,safe
217853,very_close
108824,safe
49369,close
224871,very_close
78051,close
61771,close
128082,safe
205309,very_close
106153,safe
10021,close
154687,safe
167394,safe
58170,close
295897,very_close
168489,safe
52180,close
177712,safe
89224,close
114593,safe
279456,very_close
9266,close
4427,close
52757,close
225179,very_close
114421,safe
42765,close
99903,close
206629,very_close
203655,very_close
285343,very_close
175377,safe
99297,close
207936,very_close
261890,very_close
293771,very_close
258390,very_close
145137,safe
87032,close
136805,safe
151836,safe
243792,very_close
6522,close
4813,close
36826,close
191238,safe
192636,safe
261770,very_close
242005,very_close
178778,safe
20473,close
273904,very_close
59897,close
254922,very_close
254025,very_close
231435,very_close
291661,very_close
197666,safe
226540,very_close
217469,very_close
191932,safe
256663,very_close
270305,very_close
200316,very_close
157218,safe
102768,safe
108901,safe
34858,close
211456,very_close
36582,close
986,close
187619,safe
141864,safe
186094,safe
49524,close
26241,close
136810,safe
96522,close
50590,close
312,close
60898,close
92616,close
164241,safe
217017,very_close
50152,close
199550,safe
111233,safe
194407,safe
60326,close
27543,close
219397,very_close
298846,very_close
180344,safe
49919,close
243029,very_close
180538,safe
152617,safe
204207,very_close
175023,safe
127100,safe
121212,safe
24153,close
281018,very_close
263216,very_close
129046,safe
73533,close
275276,very_close
251616,very_close
266898,very_close
287203,very_close
140396,safe
134690,safe
117068,safe
136717,safe
55853,close
178263,safe
36960,close
223932,very_close
221210,very_close
259625,very_close
231852,very_close
195514,safe
11958,close
133990,safe
135576,safe
104747,safe
54430,close
61296,close
41564,close
203935,very_close
162594,safe
91917,close
162828,safe
282433,very_close
44491,close
174174,safe
287286,very_close
151264,safe
110418,safe
16701,close
98059,close
2377,close
1438,close
118382,safe
98256,close
112482,safe
137747,safe
50068,close
276376,very_close
151249,safe
205276,very_close
283466,very_close
23893,close
247000,very_close
220511,very_close
74020,close
103592,safe
257566,very_close
8853,close
12478,close
82765,close
102444,safe
34434,close
159599,safe
23025,close
171982,safe
260109,very_close
39165,close
174802,safe
139283,safe
42547,close
21232,close
149209,safe
235653,very_close
44334,close
254354,very_close
81822,close
208054,very_close
211746,very_close
63812,close
53418,close
63703,close
8362,close
145447,safe
251240,very_close
161854,safe
240520,very_close
261565,very_close
59149,close
148112,safe
260542,very_close
259376,very_close
177729,safe
239081,very_close
33702,close
128097,safe
114965,safe
104271,safe
177171,safe
63135,close
221230,very_close
136645,safe
255492,very_close
130045,safe
102145,safe
13051,close
64803,close
215884,very_close
112476,safe
156132,safe
105973,safe
237448,very_close
142380,safe
88073,close
220697,very_close
175325,safe
268021,very_close
246927,very_close
217376,very_close
274785,very_close
225203,very_close
203206,very_close
44655,close
256171,very_close
194742,safe
120766,safe
193403,safe
51433,close
220074,very_close
12759,close
32180,close
292621,very_close
134207,safe
20276,close
106058,safe
294907,very_close
42682,close
2148,close
293668,very_close
107765,safe
105262,safe
135281,safe
178751,safe
274491,very_close
284305,very_close
214319,very_close
256344,very_close
219451,very_close
275833,very_close
152452,safe
41431,close
278189,very_close
99610,close
36198,close
63343,close
88265,close
241114,very_close
153365,safe
78464,close
150629,safe
176465,safe
268315,very_close
232170,very_close
299113,very_close
77860,close
294759,very_close
246977,very_close
77835,close
163463,safe
179008,safe
91290,close
53677,close
127593,safe
286057,very_close
239641,very_close
262473,very_close
211019,very_close
169509,safe
217256,very_close
247536,very_close
189221,safe
168623,safe
86352,close
146524,safe
144622,safe
150411,safe
38423,close
278074,very_close
180198,safe
247714,very_close
66568,close
19998,close
287745,very_close
27765,close
164047,safe
153930,safe
191384,safe
272835,very_close
291387,very_close
208624,very_close
141544,safe
290440,very_close
41272,close
62773,close
244627,very_close
77981,close
40949,close
103979,safe
156078,safe
194980,safe
42775,close
185845,safe
180507,safe
272691,very_close
140938,safe
159184,safe
46192,close
2862,close
99934,close
199646,safe
288022,very_close
288658,very_close
55095,close
8782,close
285332,very_close
278231,very_close
92068,close
55666,close
43792,close
299621,very_close
285887,very_close
189911,safe
6396,close
118442,safe
214562,very_close
280377,very_close
255642,very_close
290125,very_close
220901,very_close
283854,very_close
229485,very_close
280109,very_close
18343,close
275942,very_close
242027,very_close
66491,close
40592,close
90650,close
92978,close
148393,safe
191489,safe
161422,safe
104038,safe
40719,close
76390,close
159678,safe
141121,safe
25540,close
152352,safe
132012,safe
178659,safe
56608,close
251673,very_close
33450,close
152743,safe
271482,very_close
184432,safe
275584,very_close
69982,close
17779,close
230843,very_close
74357,close
132130,safe
262239,very_close
175881,safe
50501,close
193336,safe
85633,close
227348,very_close
117430,safe
191515,safe
68646,close
295973,very_close
216835,very_close
83604,close
252929,very_close
146703,safe
297310,very_close
212028,very_close
43947,close
193386,safe
238336,very_close
244100,very_close
252563,very_close
173070,safe
185138,safe
139272,safe
28817,close
154919,safe
220170,very_close
253735,very_close
299630,very_close
110329,safe
17911,close
73804,close
249674,very_close
83227,close
253582,very_close
299011,very_close
162622,safe
271825,very_close
206338,very_close
26773,close
204582,very_close
12068,close
67688,close
237702,very_close
30684,close
55023,close
287952,very_close
178112,safe
54540,close
156149,safe
168561,safe
105869,safe
268944,very_close
149585,safe
182088,safe
23725,close
118914,safe
57164,close
228125,very_close
25144,close
243270,very_close
273559,very_close
131486,safe
236099,very_close
219078,very_close
51870,close
76540,close
263398,very_close
234605,very_close
241475,very_close
61890,close
217671,very_close
124974,safe
212394,very_close
7316,close
108779,safe
92765,close
202799,very_close
266339,very_close
273095,very_close
93580,close
282725,very_close
275850,very_close
90528,close
125919,safe
215908,very_close
102141,safe
187271,safe
270527,very_close
77054,close
130334,safe
8500,close
54208,close
230785,very_close
149451,safe
3179,close
96944,close
200730,very_close
218586,very_close
290051,very_close
207979,very_close
54898,close
214234,very_close
249605,very_close
14279,close
286556,very_close
288689,very_close
142836,safe
167076,safe
218622,very_close
270659,very_close
60980,close
159772,safe
226627,very_close
241204,very_close
289430,very_close
255461,very_close
114204,safe
242140,very_close
28256,close
17962,close
272641,very_close
34125,close
39717,close
196976,safe
56493,close
72292,close
95377,close
140725,safe
24677,close
286033,very_close
41899,close
267538,very_close
85859,close
221866,very_close
138867,safe
176213,safe
82731,close
197817,safe
220535,very_close
133181,safe
212304,very_close
126181,safe
190624,safe
114926,safe
140401,safe
103678,safe
61325,close
37829,close
273483,very_close
200578,very_close
203747,very_close
266868,very_close
129160,safe
135241,safe
255016,very_close
267958,very_close
2004,close
149866,safe
128599,safe
64045,close
178289,safe
7617,close
27171,close
9131,close
156343,safe
91897,close
255558,very_close
289764,very_close
274430,very_close
247044,very_close
106602,safe
266413,very_close
270220,very_close
189398,safe
190134,safe
29766,close
60143,close
4898,close
21995,close
130407,safe
188146,safe
233920,very_close
156594,safe
5067,close
32732,close
139298,safe
234179,very_close
79567,close
77591,close
28254,close
189958,safe
234368,very_close
39396,close
141527,safe
75550,close
86800,close
215905,very_close
251434,very_close
275627,very_close
27193,close
272697,very_close
45332,close
83921,close
9546,close
123630,safe
95587,close
110007,safe
35724,close
271434,very_close
4473,close
282586,very_close
143714,safe
103478,safe
199611,safe
117417,safe
55758,close
227692,very_close
11758,close
40892,close
279307,very_close
183642,safe
152439,safe
124825,safe
263811,very_close
261244,very_close
299363,very_close
157443,safe
272150,very_close
167645,safe
264529,very_close
288770,very_close
54,close
76040,close
194148,safe
198889,safe
259476,very_close
186345,safe
2993,close
216054,very_close
237489,very_close
15304,close
103386,safe
206091,very_close
294674,very_close
17631,close
45341,close
106606,safe
16343,close
78117,close
232441,very_close
147518,safe
161605,safe
158023,safe
235631,very_close
199700,safe
212713,very_close
97226,close
62879,close
153297,safe
47217,close
98623,close
7372,close
3955,close
185195,safe
140757,safe
192282,safe
241895,very_close
180166,safe
192463,safe
96149,close
34192,close
285950,very_close
9202,close
256878,very_close
38149,close
218217,very_close
218751,very_close
99666,close
97465,close
212819,very_close
121300,safe
172951,safe
218477,very_close
87114,close
122375,safe
114239,safe
253539,very_close
98971,close
275849,very_close
285768,very_close
165937,safe
23964,close
218663,very_close
283528,very_close
27118,close
74004,close
198309,safe
48569,close
204054,very_close
212894,very_close
92626,close
200695,very_close
266091,very_close
33614,close
214942,very_close
199233,safe
26413,close
98126,close
98667,close
149896,safe
98106,close
207917,very_close
249385,very_close
97113,close
285602,very_close
150368,safe
291303,very_close
89500,close
194496,safe
210738,very_close
219043,very_close
298405,very_close
62179,close
105244,safe
57023,close
89631,close
37325,close
49792,close
160056,safe
223632,very_close
58305,close
163191,safe
45249,close
189695,safe
139429,safe
188559,safe
95498,close
224529,very_close
21228,close
148226,safe
114450,safe
154808,safe
289330,very_close
72785,close
116962,safe
291675,very_close
263221,very_close
144496,safe
293786,very_close
185748,safe
119850,safe
265357,very_close
194335,safe
120580,safe
293756,very_close
294662,very_close
233681,very_close
34040,close
226099,very_close
192999,safe
227026,very_close
35520,close
42273,close
282774,very_close
125896,safe
34532,close
38263,close
247116,very_close
174502,safe
88134,close
20468,close
98267,close
251824,very_close
277844,very_close
70041,close
67030,close
241306,very_close
143920,safe
48852,close
283349,very_close
172515,safe
101763,safe
184192,safe
277236,very_close
258952,very_close
168913,safe
35839,close
175061,safe
230424,very_close
223946,very_close
198993,safe
167128,safe
157321,safe
188931,safe
130786,safe
267777,very_close
246200,very_close
33348,close
24237,close
209968,very_close
146049,safe
38702,close
17403,close
188099,safe
13096,close
250343,very_close
93177,close
197007,safe
132150,safe
295169,very_close
53837,close
260763,very_close
51922,close
46297,close
59137,close
225993,very_close
57488,close
78394,close
225392,very_close
270015,very_close
62984,close
135445,safe
121584,safe
264251,very_close
252957,very_close
6870,close
146869,safe
92592,close
227750,very_close
252983,very_close
130793,safe
64603,close
85231,close
155020,safe
191705,safe
198773,safe
22816,close
14402,close
73481,close
221426,very_close
102387,safe
47441,close
239841,very_close
10788,close
34093,close
271349,very_close
64313,close
85045,close
36464,close
286072,very_close
116743,safe
284677,very_close
97020,close
287597,very_close
120491,safe
257524,very_close
242598,very_close
75814,close
59649,close
22934,close
146861,safe
164535,safe
7682,close
218173,very_close
119030,safe
178411,safe
402,close
279615,very_close
128455,safe
28099,close
5399,close
85928,close
94831,close
236350,very_close
215697,very_close
279637,very_close
73558,close
120849,safe
278779,very_close
109519,safe
240409,very_close
240755,very_close
184745,safe
269319,very_close
126130,safe
220442,very_close
167868,safe
203851,very_close
47578,close
118850,safe
14362,close
132785,safe
87210,close
144326,safe
258854,very_close
39196,close
90738,close
14768,close
199242,safe
68634,close
221351,very_close
23890,close
293449,very_close
165501,safe
